@relation sessions
@attribute Session integer
@attribute Actions integer
@attribute Time integer
@attribute PageAverageTime real
@attribute /ksc.html {True, False}
@attribute /shuttle/missions/missions.html {True, False}
@attribute /shuttle/countdown/ {True, False}
@attribute / {True, False}
@data
1103,5,235,47.0,True,True,True,True
1104,4,513,128.25,True,True,True,True
1105,4,81,20.25,True,True,True,True
1106,4,142,35.5,True,True,True,True
1107,15,1698,113.2,True,True,True,True
1108,2,27,13.5,True,True,True,True
1110,14,749,53.5,True,True,True,True
1114,4,342,85.5,True,True,True,True
1115,7,814,116.28571428571429,True,True,True,True
1121,2,8,4.0,True,True,True,True
1124,2,253,126.5,True,True,True,True
1126,8,598,74.75,True,True,True,True
1127,2,639,319.5,True,True,True,True
1130,3,57,19.0,True,True,True,True
1131,4,312,78.0,True,True,True,True
1132,2,10,5.0,True,True,True,True
1133,5,272,54.4,True,True,True,True
1143,2,20,10.0,True,True,True,True
1144,5,734,146.8,True,True,True,True
1147,5,172,34.4,True,True,True,True
1148,4,155,38.75,True,True,True,True
1149,2,55,27.5,True,True,True,True
1150,2,15,7.5,True,True,True,True
1154,7,1073,153.28571428571428,True,True,True,True
1155,4,93,23.25,True,True,True,True
1156,6,1231,205.16666666666666,True,True,True,True
1159,3,96,32.0,True,True,True,True
1160,5,1224,244.8,True,True,True,True
1162,4,130,32.5,True,True,True,True
1163,3,632,210.66666666666666,True,True,True,True
1165,6,1336,222.66666666666666,True,True,True,True
1170,3,280,93.33333333333333,True,True,True,True
1173,2,156,78.0,True,True,True,True
1176,7,418,59.714285714285715,True,True,True,True
1177,2,16,8.0,True,True,True,True
1181,4,473,118.25,True,True,True,True
1187,3,211,70.33333333333333,True,True,True,True
1190,6,830,138.33333333333334,True,True,True,True
1191,2,24,12.0,True,True,True,True
1199,5,145,29.0,True,True,True,True
1201,4,90,22.5,True,True,True,True
1205,7,166,23.714285714285715,True,True,True,True
1211,3,100,33.333333333333336,True,True,True,True
1214,17,599,35.23529411764706,True,True,True,True
1224,4,532,133.0,True,True,True,True
1233,3,275,91.66666666666667,True,True,True,True
1235,3,168,56.0,True,True,True,True
1237,3,266,88.66666666666667,True,True,True,True
1246,12,787,65.58333333333333,True,True,True,True
1247,4,169,42.25,True,True,True,True
1248,4,799,199.75,True,True,True,True
1249,8,228,28.5,True,True,True,True
1251,10,649,64.9,True,True,True,True
1252,2,20,10.0,True,True,True,True
1259,8,943,117.875,True,True,True,True
1260,6,1165,194.16666666666666,True,True,True,True
1261,3,43,14.333333333333334,True,True,True,True
1262,5,216,43.2,True,True,True,True
1265,2,275,137.5,True,True,True,True
1269,6,255,42.5,True,True,True,True
1270,4,79,19.75,True,True,True,True
1272,8,1580,197.5,True,True,True,True
1275,4,26,6.5,True,True,True,True
1277,9,571,63.44444444444444,True,True,True,True
1278,26,1478,56.84615384615385,True,True,True,True
1279,7,480,68.57142857142857,True,True,True,True
1280,5,262,52.4,True,True,True,True
1281,4,117,29.25,True,True,True,True
1282,3,78,26.0,True,True,True,True
1283,3,77,25.666666666666668,True,True,True,True
1284,8,420,52.5,True,True,True,True
1285,2,19,9.5,True,True,True,True
1286,10,192,19.2,True,True,True,True
1287,8,209,26.125,True,True,True,True
1288,2,21,10.5,True,True,True,True
1290,7,628,89.71428571428571,True,True,True,True
1291,2,22,11.0,True,True,True,True
1292,6,172,28.666666666666668,True,True,True,True
1293,2,16,8.0,True,True,True,True
1294,2,34,17.0,True,True,True,True
1298,2,463,231.5,True,True,True,True
1299,2,29,14.5,True,True,True,True
1301,4,86,21.5,True,True,True,True
1305,3,394,131.33333333333334,True,True,True,True
1306,5,435,87.0,True,True,True,True
1309,3,568,189.33333333333334,True,True,True,True
1310,2,35,17.5,True,True,True,True
1312,5,496,99.2,True,True,True,True
1317,2,353,176.5,True,True,True,True
1324,5,460,92.0,True,True,True,True
1330,4,309,77.25,True,True,True,True
1341,13,1202,92.46153846153847,True,True,True,True
1342,4,251,62.75,True,True,True,True
1344,3,429,143.0,True,True,True,True
1345,7,457,65.28571428571429,True,True,True,True
1349,2,27,13.5,True,True,True,True
1350,2,8,4.0,True,True,True,True
1351,7,300,42.857142857142854,True,True,True,True
1355,6,562,93.66666666666667,True,True,True,True
1357,2,28,14.0,True,True,True,True
1360,10,1230,123.0,True,True,True,True
1361,3,826,275.3333333333333,True,True,True,True
1363,2,285,142.5,True,True,True,True
1369,7,96,13.714285714285714,True,True,True,True
1374,7,253,36.142857142857146,True,True,True,True
1375,6,1073,178.83333333333334,True,True,True,True
1376,5,104,20.8,True,True,True,True
1377,3,28,9.333333333333334,True,True,True,True
1381,2,43,21.5,True,True,True,True
1382,2,17,8.5,True,True,True,True
1386,5,56,11.2,True,True,True,True
1387,3,33,11.0,True,True,True,True
1392,3,118,39.333333333333336,True,True,True,True
1393,3,545,181.66666666666666,True,True,True,True
1396,2,10,5.0,True,True,True,True
1397,4,26,6.5,True,True,True,True
1402,3,231,77.0,True,True,True,True
1403,6,101,16.833333333333332,True,True,True,True
1406,3,71,23.666666666666668,True,True,True,True
1407,2,48,24.0,True,True,True,True
1408,3,34,11.333333333333334,True,True,True,True
1409,2,278,139.0,True,True,True,True
1410,5,305,61.0,True,True,True,True
1412,3,68,22.666666666666668,True,True,True,True
1415,2,43,21.5,True,True,True,True
1419,2,153,76.5,True,True,True,True
1420,2,8,4.0,True,True,True,True
1421,3,21,7.0,True,True,True,True
1423,2,28,14.0,True,True,True,True
1426,4,44,11.0,True,True,True,True
1432,6,1082,180.33333333333334,True,True,True,True
1434,2,7,3.5,True,True,True,True
1435,3,105,35.0,True,True,True,True
1440,8,673,84.125,True,True,True,True
1441,3,136,45.333333333333336,True,True,True,True
1442,5,164,32.8,True,True,True,True
1443,2,32,16.0,True,True,True,True
1444,2,34,17.0,True,True,True,True
1445,3,77,25.666666666666668,True,True,True,True
1446,2,29,14.5,True,True,True,True
1447,2,30,15.0,True,True,True,True
1448,2,17,8.5,True,True,True,True
1449,4,118,29.5,True,True,True,True
1450,2,245,122.5,True,True,True,True
1451,2,239,119.5,True,True,True,True
1452,3,192,64.0,True,True,True,True
1456,6,764,127.33333333333333,True,True,True,True
1457,3,137,45.666666666666664,True,True,True,True
1460,9,329,36.55555555555556,True,True,True,True
1461,4,57,14.25,True,True,True,True
1462,6,156,26.0,True,True,True,True
1465,3,357,119.0,True,True,True,True
1467,6,334,55.666666666666664,True,True,True,True
1470,6,907,151.16666666666666,True,True,True,True
1473,6,1061,176.83333333333334,True,True,True,True
1476,5,685,137.0,True,True,True,True
1479,5,494,98.8,True,True,True,True
1481,2,11,5.5,True,True,True,True
1484,2,29,14.5,True,True,True,True
1486,2,94,47.0,True,True,True,True
1488,3,118,39.333333333333336,True,True,True,True
1492,3,370,123.33333333333333,True,True,True,True
1496,2,26,13.0,True,True,True,True
1500,2,48,24.0,True,True,True,True
1502,4,78,19.5,True,True,True,True
1503,18,1395,77.5,True,True,True,True
1504,3,497,165.66666666666666,True,True,True,True
1507,5,453,90.6,True,True,True,True
1511,5,1009,201.8,True,True,True,True
1513,2,1085,542.5,True,True,True,True
1522,5,144,28.8,True,True,True,True
1523,3,84,28.0,True,True,True,True
1526,10,332,33.2,True,True,True,True
1528,4,199,49.75,True,True,True,True
1531,5,97,19.4,True,True,True,True
1533,6,301,50.166666666666664,True,True,True,True
1534,3,14,4.666666666666667,True,True,True,True
1535,2,31,15.5,True,True,True,True
1536,3,62,20.666666666666668,True,True,True,True
1537,3,86,28.666666666666668,True,True,True,True
1538,6,776,129.33333333333334,True,True,True,True
1539,2,83,41.5,True,True,True,True
1544,5,1033,206.6,True,True,True,True
1548,8,765,95.625,True,True,True,True
1551,2,13,6.5,True,True,True,True
1555,3,18,6.0,True,True,True,True
1556,9,155,17.22222222222222,True,True,True,True
1557,4,460,115.0,True,True,True,True
1558,4,93,23.25,True,True,True,True
1559,4,123,30.75,True,True,True,True
1560,3,14,4.666666666666667,True,True,True,True
1562,2,81,40.5,True,True,True,True
1571,4,150,37.5,True,True,True,True
1575,2,41,20.5,True,True,True,True
1591,6,233,38.833333333333336,True,True,True,True
1617,7,804,114.85714285714286,True,True,True,True
1620,13,237,18.23076923076923,True,True,True,True
1624,12,1098,91.5,True,True,True,True
1628,3,159,53.0,True,True,True,True
1632,2,36,18.0,True,True,True,True
1634,3,139,46.333333333333336,True,True,True,True
1635,3,212,70.66666666666667,True,True,True,True
1640,3,86,28.666666666666668,True,True,True,True
1644,16,1726,107.875,True,True,True,True
1646,3,73,24.333333333333332,True,True,True,True
1648,6,1114,185.66666666666666,True,True,True,True
1654,2,117,58.5,True,True,True,True
1655,4,41,10.25,True,True,True,True
1657,7,189,27.0,True,True,True,True
1659,3,315,105.0,True,True,True,True
1660,5,1174,234.8,True,True,True,True
1662,4,667,166.75,True,True,True,True
1671,6,1333,222.16666666666666,True,True,True,True
1673,8,862,107.75,True,True,True,True
1674,8,790,98.75,True,True,True,True
1676,3,79,26.333333333333332,True,True,True,True
1678,5,151,30.2,True,True,True,True
1679,4,162,40.5,True,True,True,True
1682,2,27,13.5,True,True,True,True
1696,2,61,30.5,True,True,True,True
1699,3,17,5.666666666666667,True,True,True,True
1705,9,240,26.666666666666668,True,True,True,True
1707,3,20,6.666666666666667,True,True,True,True
1708,2,30,15.0,True,True,True,True
1710,2,27,13.5,True,True,True,True
1711,2,14,7.0,True,True,True,True
1712,5,250,50.0,True,True,True,True
1717,4,914,228.5,True,True,True,True
1720,9,669,74.33333333333333,True,True,True,True
1721,2,65,32.5,True,True,True,True
1724,5,262,52.4,True,True,True,True
1725,3,138,46.0,True,True,True,True
1726,3,229,76.33333333333333,True,True,True,True
1727,5,364,72.8,True,True,True,True
1729,3,220,73.33333333333333,True,True,True,True
1732,8,863,107.875,True,True,True,True
1733,3,297,99.0,True,True,True,True
1734,2,25,12.5,True,True,True,True
1736,5,364,72.8,True,True,True,True
1737,5,98,19.6,True,True,True,True
1740,2,11,5.5,True,True,True,True
1741,2,150,75.0,True,True,True,True
1743,5,920,184.0,True,True,True,True
1745,4,71,17.75,True,True,True,True
1749,2,25,12.5,True,True,True,True
1752,3,48,16.0,True,True,True,True
1754,2,39,19.5,True,True,True,True
1755,4,528,132.0,True,True,True,True
1756,4,68,17.0,True,True,True,True
1758,3,57,19.0,True,True,True,True
1759,2,20,10.0,True,True,True,True
1762,11,1281,116.45454545454545,True,True,True,True
1764,2,77,38.5,True,True,True,True
1766,8,313,39.125,True,True,True,True
1786,2,66,33.0,True,True,True,True
1787,3,483,161.0,True,True,True,True
1789,6,1064,177.33333333333334,True,True,True,True
1790,2,8,4.0,True,True,True,True
1791,3,81,27.0,True,True,True,True
1792,4,119,29.75,True,True,True,True
1795,2,51,25.5,True,True,True,True
1797,3,1016,338.6666666666667,True,True,True,True
1798,2,44,22.0,True,True,True,True
1799,4,730,182.5,True,True,True,True
1800,2,1212,606.0,True,True,True,True
1801,2,185,92.5,True,True,True,True
1802,3,23,7.666666666666667,True,True,True,True
1806,2,1605,802.5,True,True,True,True
1810,4,88,22.0,True,True,True,True
1814,2,655,327.5,True,True,True,True
1817,3,43,14.333333333333334,True,True,True,True
1819,3,57,19.0,True,True,True,True
1820,4,991,247.75,True,True,True,True
1822,2,15,7.5,True,True,True,True
1823,7,943,134.71428571428572,True,True,True,True
1830,2,139,69.5,True,True,True,True
1831,2,42,21.0,True,True,True,True
1832,4,338,84.5,True,True,True,True
1833,5,663,132.6,True,True,True,True
1835,6,507,84.5,True,True,True,True
1839,2,20,10.0,True,True,True,True
1847,3,166,55.333333333333336,True,True,True,True
1854,2,94,47.0,True,True,True,True
1856,3,60,20.0,True,True,True,True
1857,2,15,7.5,True,True,True,True
1858,2,11,5.5,True,True,True,True
1862,2,40,20.0,True,True,True,True
1863,6,65,10.833333333333334,True,True,True,True
1864,10,288,28.8,True,True,True,True
